field,recommendation,filepath,type,optional,comment,line_number,export_modifier,extends,readonly,interface
zipcode,✅ KEEP,src/clients/cc-api/commands/profile/update-profile-command.types.d.ts,string,true,,8,export,,false,UpdateProfileCommandInput
country,✅ KEEP,src/clients/cc-api/commands/profile/update-profile-command.types.d.ts,string,true,,9,export,,false,UpdateProfileCommandInput
lang,🔄 RENAME: networkGroup* (ng is unclear),src/clients/cc-api/commands/profile/update-profile-command.types.d.ts,string,true,,10,export,,false,UpdateProfileCommandInput
addonId,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,false,,4,export,,false,GetPulsarInfoCommandInput
cluster,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,GetPulsarClusterInnerCommandOutput,false,,8,export,Omit,false,GetPulsarInfoCommandOutput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,false,,12,export,,false,GetPulsarInfoInnerCommandOutput
tenant,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,false,,13,export,,false,GetPulsarInfoInnerCommandOutput
namespace,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,false,,14,export,,false,GetPulsarInfoInnerCommandOutput
clusterId,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,false,renamed from cluster_id,16,export,,false,GetPulsarInfoInnerCommandOutput
token,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,false,,17,export,,false,GetPulsarInfoInnerCommandOutput
creationDate,🔄 RENAME: createdAt (standardize to 'At' suffix),src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,false,renamed from creation_date,19,export,,false,GetPulsarInfoInnerCommandOutput
askForDeletionDate,🔄 RENAME: askForDeletionAt (standardize to 'At' suffix),src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,true,renamed from ask_for_deletion_date,21,export,,false,GetPulsarInfoInnerCommandOutput
deletionDate,🔄 RENAME: deletedAt (standardize to 'At' suffix),src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,true,renamed from deletion_date,23,export,,false,GetPulsarInfoInnerCommandOutput
status,"📝 REVIEW: use status"" for operational/lifecycle",src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,'ACTIVE' | 'TO_DELETE' | 'NAMESPACE_DELETED' | 'COLD_STORAGE_DELETED' | 'DELETED',false,,24,export,,false,GetPulsarInfoInnerCommandOutput
plan,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,PulsarPlan,false,,25,export,,false,GetPulsarInfoInnerCommandOutput
coldStorageId,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,true,renamed from cold_storage_id,27,export,,false,GetPulsarInfoInnerCommandOutput
coldStorageLinked,🔄 RENAME: isColdStorageLinked (boolean should have is/has/can prefix),src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,boolean,false,renamed from cold_storage_linked,29,export,,false,GetPulsarInfoInnerCommandOutput
coldStorageMustBeProvided,🔄 RENAME: isColdStorageMustBeProvided (boolean should have is/has/can prefix),src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,boolean,false,renamed from cold_storage_must_be_provided,31,export,,false,GetPulsarInfoInnerCommandOutput
clusterId,✅ KEEP,src/clients/cc-api/commands/pulsar/get-pulsar-info-command.types.d.ts,string,false,,35,export,,false,GetPulsarClusterInnerCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/pulsar/pulsar.types.d.ts,string,false,,2,export,,false,PulsarInfo
url,"📝 CLARIFY: too generic,string,false,,3,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,pulsarPort,✅ KEEP (already renamed from API format),number,false,renamed from pulsar_port,5,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,pulsarTlsPort,✅ KEEP (already renamed from API format),number,true,renamed from pulsar_tls_port,7,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,webPort,✅ KEEP (already renamed from API format),number,true,renamed from web_port,9,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,webTlsPort,✅ KEEP (already renamed from API format),number,true,renamed from web_tls_port,11,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,version,✅ KEEP,string,false,,12,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,available,🔄 RENAME: isAvailable (boolean should have is/has/can prefix),boolean,false,,13,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,zone,✅ KEEP,string,false,,14,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,supportColdStorage,🔄 RENAME: supportsColdStorage (verb agreement),boolean,false,renamed from support_cold_storage,16,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
PulsarInfo,supportedPlans,✅ KEEP,Array<PulsarPlan>,false,renamed from supported_plans,18,export,,false,src/clients/cc-api/commands/pulsar/pulsar.types.d.ts
CreatePersonalSshKeyCommandInput,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/ssh-key/create-personal-ssh-key-command.types.d.ts,string,false,,4,export,,false,PulsarInfo
key,"📝 CLARIFY: too generic,string,false,,5,export,,false,src/clients/cc-api/commands/ssh-key/create-personal-ssh-key-command.types.d.ts
DeletePersonalSshKeyCommandInput,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/ssh-key/delete-personal-ssh-key-command.types.d.ts,string,false,,2,export,,false,CreatePersonalSshKeyCommandInput
name,"📝 CLARIFY: too generic,string,false,,2,export,,false,src/clients/cc-api/commands/ssh-key/ssh-key.types.d.ts
SshKey,key,📝 CLARIFY: too generic",src/clients/cc-api/commands/ssh-key/ssh-key.types.d.ts,string,false,,3,export,,false,SshKey
fingerprint,🔄 RENAME: networkGroup* (ng is unclear),src/clients/cc-api/commands/ssh-key/ssh-key.types.d.ts,string,false,,4,export,,false,SshKey
namespace,✅ KEEP,src/clients/cc-api/commands/tcp-redirection/create-tcp-redirection-command.types.d.ts,TcpRedirectionNamespace,true,,5,export,ApplicationId,false,CreateTcpRedirectionCommandInput
namespace,✅ KEEP,src/clients/cc-api/commands/tcp-redirection/delete-tcp-redirection-command.types.d.ts,TcpRedirectionNamespace,false,,5,export,ApplicationId,false,DeleteTcpRedirectionCommandInput
port,✅ KEEP,src/clients/cc-api/commands/tcp-redirection/delete-tcp-redirection-command.types.d.ts,number,false,,6,export,ApplicationId,false,DeleteTcpRedirectionCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/tcp-redirection/list-tcp-redirection-namespace-command.types.d.ts,string,false,,4,export,,false,ListTcpRedirectionNamespaceCommandInput
namespace,✅ KEEP,src/clients/cc-api/commands/tcp-redirection/tcp-redirection.types.d.ts,TcpRedirectionNamespace,false,,2,export,,false,TcpRedirection
port,✅ KEEP,src/clients/cc-api/commands/tcp-redirection/tcp-redirection.types.d.ts,number,false,,3,export,,false,TcpRedirection
env,✅ KEEP,src/clients/cc-api/commands/user-setting/delete-user-setting-command.types.d.ts,string,true,,2,export,,false,DeleteUserSettingCommandInput
name,"📝 CLARIFY: too generic,string,false,,3,export,,false,src/clients/cc-api/commands/user-setting/delete-user-setting-command.types.d.ts
GetUserSettingCommandInput,env,✅ KEEP,string,true,,2,export,,false,src/clients/cc-api/commands/user-setting/get-user-setting-command.types.d.ts
GetUserSettingCommandInput,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/user-setting/get-user-setting-command.types.d.ts,string,false,,3,export,,false,DeleteUserSettingCommandInput
env,✅ KEEP,src/clients/cc-api/commands/user-setting/set-user-setting-command.types.d.ts,string,true,,2,export,,false,SetUserSettingCommandInput
name,"📝 CLARIFY: too generic,string,false,,3,export,,false,src/clients/cc-api/commands/user-setting/set-user-setting-command.types.d.ts
SetUserSettingCommandInput,value,📝 CLARIFY: too generic",src/clients/cc-api/commands/user-setting/set-user-setting-command.types.d.ts,string,false,,4,export,,false,SetUserSettingCommandInput
country,✅ KEEP,src/clients/cc-api/commands/vat-number/check-vat-number-command.types.d.ts,string,false,,2,export,,false,CheckVatNumberCommandInput
vatNumber,✅ KEEP,src/clients/cc-api/commands/vat-number/check-vat-number-command.types.d.ts,string,false,,3,export,,false,CheckVatNumberCommandInput
valid,✅ KEEP,src/clients/cc-api/commands/vat-number/check-vat-number-command.types.d.ts,true,false,,9,export,,false,CheckVatNumberValid
name,"📝 CLARIFY: too generic,string,false,,10,export,,false,src/clients/cc-api/commands/vat-number/check-vat-number-command.types.d.ts
CheckVatNumberValid,address,✅ KEEP,string,false,,11,export,,false,src/clients/cc-api/commands/vat-number/check-vat-number-command.types.d.ts
CheckVatNumberInvalid,valid,✅ KEEP,false,false,,15,export,,false,src/clients/cc-api/commands/vat-number/check-vat-number-command.types.d.ts
GetWarpTokenCommandInput,ownerId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/warp-token/get-warp-token-command.types.d.ts
GetWarpTokenCommandInput,tokenKind,✅ KEEP,'METRICS' | 'ACCESS_LOGS',false,,3,export,,false,src/clients/cc-api/commands/warp-token/get-warp-token-command.types.d.ts
Zone,id,✅ KEEP (primary identifier),string,false,,2,export,,false,src/clients/cc-api/commands/zone/zone.types.d.ts
Zone,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/zone/zone.types.d.ts,string,false,,3,export,,false,CheckVatNumberValid
country,✅ KEEP,src/clients/cc-api/commands/zone/zone.types.d.ts,string,false,,4,export,,false,Zone
countryCode,✅ KEEP,src/clients/cc-api/commands/zone/zone.types.d.ts,string,false,,5,export,,false,Zone
city,✅ KEEP,src/clients/cc-api/commands/zone/zone.types.d.ts,string,false,,6,export,,false,Zone
displayName,✅ KEEP,src/clients/cc-api/commands/zone/zone.types.d.ts,string,false,,7,export,,false,Zone
lat,✅ KEEP,src/clients/cc-api/commands/zone/zone.types.d.ts,number,false,,8,export,,false,Zone
lon,✅ KEEP,src/clients/cc-api/commands/zone/zone.types.d.ts,number,false,,9,export,,false,Zone
outboundIPs,✅ KEEP,src/clients/cc-api/commands/zone/zone.types.d.ts,Array<string>,false,,10,export,,false,Zone
tags,✅ KEEP,src/clients/cc-api/commands/zone/zone.types.d.ts,Array<string>,false,,11,export,,false,Zone
